SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec,IS_OUTLIER
SOUTH INTERIOR KARNATAKA,1902,1.9,0.5,6.7,42.6,97.7,91.7,210.0,82.1,138.4,219.1,44.6,84.9,1020.2,2.4,147.0,522.1999999999999,348.6,False
SOUTH INTERIOR KARNATAKA,1903,0.3,0.0,1.1,11.6,125.1,129.7,284.4,155.7,197.1,154.2,186.6,24.1,1269.8999999999996,0.3,137.79999999999998,766.9,364.9,False
SOUTH INTERIOR KARNATAKA,1904,1.0,0.5,5.2,43.5,144.7,167.9,197.1,73.2,89.6,120.4,2.5,0.3,845.9,1.5,193.39999999999998,527.8,123.2,False
SOUTH INTERIOR KARNATAKA,1905,1.7,7.9,14.2,23.6,118.6,95.9,148.4,140.6,43.1,142.8,22.4,0.3,759.4999999999999,9.6,156.39999999999998,428.0,165.50000000000003,False
SOUTH INTERIOR KARNATAKA,1906,14.1,1.5,2.2,4.8,46.1,116.4,211.3,256.3,109.5,173.4,16.5,52.6,1004.7,15.6,53.1,693.5,242.5,False
SOUTH INTERIOR KARNATAKA,1907,4.5,0.0,11.7,84.7,46.5,137.4,231.5,219.4,146.5,52.6,49.5,14.1,998.4,4.5,142.9,734.8,116.19999999999999,False
SOUTH INTERIOR KARNATAKA,1908,8.3,2.4,9.3,44.4,92.5,92.2,263.6,118.1,88.0,69.6,1.2,0.5,790.1000000000001,10.700000000000001,146.2,561.9,71.3,False
SOUTH INTERIOR KARNATAKA,1909,19.8,1.2,6.7,42.1,166.6,138.9,245.5,190.5,109.0,121.5,35.8,9.7,1087.3,21.0,215.4,683.9,167.0,False
SOUTH INTERIOR KARNATAKA,1910,0.0,1.1,7.5,27.0,89.8,124.9,254.1,232.6,123.5,219.6,77.0,0.0,1157.1,1.1,124.3,735.1,296.6,False
SOUTH INTERIOR KARNATAKA,1911,0.8,0.1,5.2,28.8,123.2,174.8,225.7,84.0,63.3,156.7,35.8,7.9,906.2999999999998,0.9,157.2,547.8,200.4,False
SOUTH INTERIOR KARNATAKA,1912,0.8,4.6,2.7,41.7,70.1,133.0,291.9,181.3,176.1,190.0,57.6,0.1,1149.8999999999996,5.3999999999999995,114.5,782.3000000000001,247.7,False
SOUTH INTERIOR KARNATAKA,1913,0.0,0.1,1.0,22.3,93.4,124.5,257.5,88.4,151.0,133.6,1.4,3.1,876.3000000000001,0.1,116.7,621.4,138.1,False
SOUTH INTERIOR KARNATAKA,1914,0.0,0.6,1.7,16.0,62.6,69.6,309.7,153.3,107.9,115.3,64.0,26.0,926.6999999999999,0.6,80.3,640.4999999999999,205.3,False
SOUTH INTERIOR KARNATAKA,1915,9.7,2.6,31.6,43.9,66.5,222.9,184.2,75.7,185.0,106.7,93.4,9.5,1031.7000000000003,12.299999999999999,142.0,667.8,209.60000000000002,False
SOUTH INTERIOR KARNATAKA,1916,0.0,0.1,0.2,23.9,146.3,184.0,188.5,204.7,145.5,178.4,151.6,7.4,1230.6000000000001,0.1,170.4,722.7,337.4,False
SOUTH INTERIOR KARNATAKA,1917,0.3,37.2,15.9,18.4,51.8,163.8,104.4,171.2,275.6,160.0,94.7,1.0,1094.3,37.5,86.1,715.0,255.7,False
SOUTH INTERIOR KARNATAKA,1918,11.1,0.7,13.9,41.0,110.1,69.2,47.5,102.7,98.7,47.0,182.6,8.9,733.4,11.799999999999999,165.0,318.1,238.5,False
SOUTH INTERIOR KARNATAKA,1919,4.8,0.0,7.7,27.1,99.8,152.7,166.9,108.4,225.0,81.9,132.3,4.7,1011.3,4.8,134.6,653.0,218.9,False
SOUTH INTERIOR KARNATAKA,1920,8.4,0.4,1.7,42.8,58.6,125.1,241.2,92.1,128.1,101.9,28.4,0.1,828.8,8.8,103.1,586.5,130.4,False
SOUTH INTERIOR KARNATAKA,1921,15.4,0.0,2.9,84.6,47.2,114.9,217.8,169.5,77.5,167.6,88.7,0.0,986.1,15.4,134.7,579.7,256.3,False
SOUTH INTERIOR KARNATAKA,1922,16.1,1.2,0.3,33.1,109.9,99.5,186.3,114.3,53.4,151.8,129.0,2.2,897.1000000000001,17.3,143.3,453.5,283.0,False
SOUTH INTERIOR KARNATAKA,1923,3.7,3.9,27.2,31.8,73.8,84.3,408.1,207.7,100.3,40.0,6.7,2.9,990.4,7.6,132.8,800.4,49.6,False
SOUTH INTERIOR KARNATAKA,1924,0.9,0.1,5.8,38.7,96.0,125.7,460.9,146.7,135.1,58.4,47.1,11.7,1127.1,1.0,140.5,868.4,117.2,False
SOUTH INTERIOR KARNATAKA,1925,0.0,0.1,8.4,63.0,116.5,143.2,221.3,132.6,115.3,65.8,69.4,46.8,982.3999999999999,0.1,187.9,612.4,182.0,False
SOUTH INTERIOR KARNATAKA,1926,23.0,0.4,7.1,37.5,64.1,89.6,234.3,174.2,168.3,89.7,7.6,1.2,897.0000000000001,23.4,108.69999999999999,666.4,98.5,False
SOUTH INTERIOR KARNATAKA,1927,0.1,2.5,5.2,11.2,82.5,114.3,249.1,118.5,186.8,19.4,74.2,0.0,863.8000000000001,2.6,98.9,668.7,93.6,False
SOUTH INTERIOR KARNATAKA,1928,0.6,44.3,24.0,43.4,66.1,112.1,189.1,161.7,37.8,229.7,28.9,12.7,950.4,44.9,133.5,500.7,271.29999999999995,False
SOUTH INTERIOR KARNATAKA,1929,4.7,13.7,1.9,127.7,101.3,149.7,178.6,88.8,186.0,100.9,76.5,5.2,1035.0,18.4,230.89999999999998,603.0999999999999,182.6,False
SOUTH INTERIOR KARNATAKA,1930,5.2,6.6,10.8,27.0,156.8,126.9,117.2,85.5,150.5,253.9,40.9,12.1,993.4,11.8,194.60000000000002,480.1,306.90000000000003,False
SOUTH INTERIOR KARNATAKA,1931,0.0,0.0,3.0,45.7,81.7,116.8,188.2,246.0,144.6,42.7,117.5,26.3,1012.5,0.0,130.4,695.6,186.5,False
SOUTH INTERIOR KARNATAKA,1932,0.0,10.4,0.5,35.8,155.8,72.4,262.9,264.3,117.1,227.0,122.4,1.6,1270.1999999999998,10.4,192.10000000000002,716.6999999999999,351.0,False
SOUTH INTERIOR KARNATAKA,1933,0.0,2.9,10.5,43.8,176.0,139.9,216.8,241.6,195.1,236.6,19.2,46.6,1329.0,2.9,230.3,793.4000000000001,302.4,False
SOUTH INTERIOR KARNATAKA,1934,5.9,0.4,1.1,40.9,52.6,149.4,158.7,137.5,27.7,173.5,38.3,0.3,786.3,6.300000000000001,94.6,473.3,212.10000000000002,False
SOUTH INTERIOR KARNATAKA,1935,6.2,1.2,5.2,48.6,52.6,121.9,211.0,197.1,105.2,191.6,6.8,7.3,954.7,7.4,106.4,635.2,205.70000000000002,False
SOUTH INTERIOR KARNATAKA,1936,0.0,6.2,34.7,15.7,102.1,185.2,156.2,111.6,176.1,89.5,76.5,4.5,958.3,6.2,152.5,629.1,170.5,False
SOUTH INTERIOR KARNATAKA,1937,0.1,9.8,14.6,90.8,81.6,99.6,232.7,78.0,121.7,147.0,25.5,9.7,911.1000000000001,9.9,187.0,532.0,182.2,False
SOUTH INTERIOR KARNATAKA,1938,0.0,3.9,17.4,40.7,45.8,144.4,153.8,237.6,178.7,30.6,15.9,2.6,871.4,3.9,103.9,714.5,49.1,False
SOUTH INTERIOR KARNATAKA,1939,3.5,0.0,13.1,70.5,49.6,92.1,184.7,198.1,114.7,226.6,71.6,0.0,1024.5,3.5,133.2,589.6,298.2,False
SOUTH INTERIOR KARNATAKA,1940,0.0,0.1,0.7,60.1,138.3,177.6,203.4,188.7,80.7,174.9,139.7,15.8,1180.0000000000002,0.1,199.10000000000002,650.4000000000001,330.40000000000003,False
SOUTH INTERIOR KARNATAKA,1941,1.2,2.3,2.3,43.8,73.8,154.9,186.5,154.9,129.8,108.4,19.5,60.2,937.6,3.5,119.89999999999999,626.0999999999999,188.10000000000002,False
SOUTH INTERIOR KARNATAKA,1942,0.1,2.0,0.5,45.0,91.0,164.1,247.5,145.9,77.3,109.0,26.7,23.7,932.8000000000001,2.1,136.5,634.8,159.39999999999998,False
SOUTH INTERIOR KARNATAKA,1943,24.4,0.9,3.7,48.3,189.9,88.5,243.1,67.5,137.0,283.0,50.8,0.0,1137.1,25.299999999999997,241.9,536.1,333.8,False
SOUTH INTERIOR KARNATAKA,1944,0.2,24.3,37.0,21.7,98.5,100.0,275.1,82.0,127.2,178.5,74.4,6.7,1025.6,24.5,157.2,584.3000000000001,259.6,False
SOUTH INTERIOR KARNATAKA,1945,0.4,1.2,0.3,54.9,93.3,79.9,260.9,109.9,72.6,85.2,33.7,0.1,792.4000000000001,1.6,148.5,523.3,119.0,False
SOUTH INTERIOR KARNATAKA,1946,0.1,2.4,14.8,62.5,86.9,146.8,201.5,255.9,168.1,112.9,150.3,42.9,1245.1000000000001,2.5,164.2,772.3000000000001,306.1,False
SOUTH INTERIOR KARNATAKA,1947,8.1,5.9,10.0,22.4,53.2,83.5,238.9,236.2,139.7,127.6,15.2,17.6,958.3000000000002,14.0,85.6,698.3,160.39999999999998,False
SOUTH INTERIOR KARNATAKA,1948,4.0,0.1,3.2,70.7,153.9,135.6,188.6,255.6,61.1,117.7,81.5,2.1,1074.1,4.1,227.8,640.9,201.29999999999998,False
SOUTH INTERIOR KARNATAKA,1949,0.1,0.1,3.8,32.1,103.6,82.4,179.5,165.2,107.8,188.3,13.6,0.0,876.4999999999999,0.2,139.5,534.9,201.9,False
SOUTH INTERIOR KARNATAKA,1950,0.1,13.3,0.8,6.5,61.3,91.2,268.8,148.7,154.5,133.7,77.1,0.4,956.4000000000001,13.4,68.6,663.2,211.2,False
SOUTH INTERIOR KARNATAKA,1951,0.2,0.0,13.0,60.9,135.2,111.7,205.7,89.4,177.9,98.0,33.3,0.0,925.3,0.2,209.1,584.6999999999999,131.3,False
SOUTH INTERIOR KARNATAKA,1952,0.3,10.7,0.6,40.0,76.8,106.8,176.2,156.2,66.7,188.6,0.7,48.2,871.8000000000001,11.0,117.4,505.9,237.5,False
SOUTH INTERIOR KARNATAKA,1953,0.5,2.2,0.7,71.0,34.4,163.7,368.5,191.5,113.0,307.4,2.6,0.5,1256.0,2.7,106.1,836.7,310.5,False
SOUTH INTERIOR KARNATAKA,1954,1.8,0.5,8.9,38.5,127.2,139.3,298.5,175.6,56.9,164.8,0.5,18.6,1031.1,2.3,174.6,670.3,183.9,False
SOUTH INTERIOR KARNATAKA,1955,0.9,0.1,10.4,48.7,168.2,135.9,88.9,151.6,201.2,175.1,18.1,2.9,1002.0000000000001,1.0,227.29999999999998,577.5999999999999,196.1,False
SOUTH INTERIOR KARNATAKA,1956,0.4,1.4,2.5,68.5,62.5,209.6,251.3,137.1,120.1,265.0,124.0,1.2,1243.6000000000001,1.7999999999999998,133.5,718.1,390.2,False
SOUTH INTERIOR KARNATAKA,1957,0.0,0.5,9.4,18.6,169.0,174.9,242.6,147.2,47.0,177.6,77.9,0.1,1064.8,0.5,197.0,611.7,255.6,False
SOUTH INTERIOR KARNATAKA,1958,3.3,1.3,13.1,60.6,134.5,163.2,340.2,201.7,123.1,108.7,59.6,0.6,1209.8999999999999,4.6,208.2,828.1999999999999,168.9,False
SOUTH INTERIOR KARNATAKA,1959,0.2,2.5,0.3,25.2,89.8,255.8,425.6,172.2,218.2,55.4,29.3,6.3,1280.8000000000002,2.7,115.3,1071.8000000000002,91.0,False
SOUTH INTERIOR KARNATAKA,1960,0.3,0.0,15.3,42.4,92.6,119.8,254.3,124.4,162.7,112.8,65.3,0.2,990.0999999999999,0.3,150.3,661.2,178.29999999999998,False
SOUTH INTERIOR KARNATAKA,1961,2.1,3.4,2.6,62.5,161.6,196.2,492.7,213.5,93.8,165.4,14.3,1.4,1409.5,5.5,226.7,996.1999999999999,181.10000000000002,False
SOUTH INTERIOR KARNATAKA,1962,1.4,6.9,5.5,81.3,118.5,66.1,310.4,268.5,149.1,203.7,29.6,65.9,1306.8999999999999,8.3,205.3,794.1,299.2,False
SOUTH INTERIOR KARNATAKA,1963,1.2,2.8,13.0,51.6,78.1,108.5,197.5,232.5,92.6,193.8,9.0,12.3,992.9000000000001,4.0,142.7,631.1,215.10000000000002,False
SOUTH INTERIOR KARNATAKA,1964,0.0,0.1,0.7,23.6,51.0,122.2,280.0,305.4,182.7,121.5,78.4,3.8,1169.4,0.1,75.3,890.3,203.70000000000002,False
SOUTH INTERIOR KARNATAKA,1965,1.0,0.2,4.6,24.6,42.0,129.8,245.2,141.1,81.4,17.7,25.8,21.7,735.1,1.2,71.2,597.5,65.2,False
SOUTH INTERIOR KARNATAKA,1966,4.2,0.9,2.5,24.7,90.9,82.3,256.1,91.0,188.5,132.8,123.2,13.8,1010.9000000000001,5.1000000000000005,118.10000000000001,617.9000000000001,269.8,False
SOUTH INTERIOR KARNATAKA,1967,5.7,0.0,4.7,25.7,77.8,136.3,350.4,157.3,57.8,96.2,12.3,16.0,940.2,5.7,108.19999999999999,701.8,124.5,False
SOUTH INTERIOR KARNATAKA,1968,0.0,8.0,8.5,47.5,71.8,120.6,284.1,124.7,209.7,99.3,23.4,3.4,1001.0,8.0,127.8,739.1000000000001,126.1,False
SOUTH INTERIOR KARNATAKA,1969,0.0,0.0,2.3,37.8,101.9,100.8,289.5,216.3,104.0,174.8,51.4,27.7,1106.5,0.0,142.0,710.6,253.9,False
SOUTH INTERIOR KARNATAKA,1970,1.4,5.4,4.3,49.5,129.6,99.5,210.1,206.4,129.0,217.6,20.9,0.2,1073.9,6.800000000000001,183.39999999999998,645.0,238.7,False
SOUTH INTERIOR KARNATAKA,1971,2.0,5.3,2.7,37.9,100.5,204.5,174.9,180.7,161.7,122.3,17.4,10.3,1020.1999999999999,7.3,141.1,721.8,150.0,False
SOUTH INTERIOR KARNATAKA,1972,0.0,1.1,0.1,26.9,190.5,153.6,214.6,97.6,176.2,135.7,26.3,41.5,1064.1,1.1,217.5,642.0,203.5,False
SOUTH INTERIOR KARNATAKA,1973,0.0,0.0,0.2,21.8,102.4,214.9,232.7,220.8,118.0,140.5,26.5,8.7,1086.5,0.0,124.4,786.4000000000001,175.7,False
SOUTH INTERIOR KARNATAKA,1974,0.1,0.0,4.3,34.5,113.2,71.0,281.8,166.7,235.0,138.2,6.6,0.0,1051.3999999999999,0.1,152.0,754.5,144.79999999999998,False
SOUTH INTERIOR KARNATAKA,1975,4.1,3.2,15.5,21.0,93.0,224.8,260.6,252.8,224.0,157.7,76.3,1.3,1334.3,7.3,129.5,962.2,235.3,False
SOUTH INTERIOR KARNATAKA,1976,0.0,0.1,2.6,66.9,25.9,64.0,203.7,148.3,87.2,54.4,106.5,1.7,761.3000000000001,0.1,95.4,503.2,162.6,False
SOUTH INTERIOR KARNATAKA,1977,0.0,1.3,13.8,51.2,136.8,168.5,227.7,134.5,166.5,224.6,82.8,0.1,1207.7999999999997,1.3,201.8,697.2,307.5,False
SOUTH INTERIOR KARNATAKA,1978,0.5,7.0,2.6,40.1,104.5,188.1,281.8,231.2,156.8,107.1,81.0,30.8,1231.4999999999998,7.5,147.2,857.8999999999999,218.9,False
SOUTH INTERIOR KARNATAKA,1979,0.3,29.2,4.1,31.3,49.0,192.8,189.3,207.9,219.6,81.9,113.9,1.4,1120.7000000000003,29.5,84.4,809.6,197.20000000000002,False
SOUTH INTERIOR KARNATAKA,1980,0.0,0.0,7.2,79.1,99.0,228.0,287.7,179.6,161.8,99.6,81.1,1.9,1225.0,0.0,185.3,857.1000000000001,182.6,False
SOUTH INTERIOR KARNATAKA,1981,1.8,0.1,19.6,25.5,94.9,136.3,189.4,299.8,254.6,123.2,32.8,6.5,1184.5,1.9000000000000001,140.0,880.1,162.5,False
SOUTH INTERIOR KARNATAKA,1982,0.1,0.0,2.0,18.3,99.2,151.1,217.0,240.8,126.9,97.1,50.8,0.2,1003.5,0.1,119.5,735.8000000000001,148.09999999999997,False
SOUTH INTERIOR KARNATAKA,1983,0.0,0.0,0.9,5.1,77.0,215.3,206.6,262.5,185.9,97.8,21.1,38.9,1111.1,0.0,83.0,870.3,157.8,False
SOUTH INTERIOR KARNATAKA,1984,2.1,7.9,75.4,39.0,44.7,196.2,256.8,122.3,167.1,142.3,5.7,4.4,1063.9,10.0,159.10000000000002,742.4,152.4,False
SOUTH INTERIOR KARNATAKA,1985,4.1,0.1,13.8,42.1,52.8,193.3,138.7,172.3,139.7,67.4,29.3,5.8,859.4,4.199999999999999,108.7,644.0,102.5,False
SOUTH INTERIOR KARNATAKA,1986,13.9,9.2,3.9,26.2,51.7,210.0,149.9,208.2,175.3,79.4,94.1,8.4,1030.2,23.1,81.8,743.3999999999999,181.9,False
SOUTH INTERIOR KARNATAKA,1987,0.3,0.0,4.5,9.2,64.2,135.7,114.9,151.7,139.9,205.4,76.9,31.9,934.5999999999999,0.3,77.9,542.1999999999999,314.2,False
SOUTH INTERIOR KARNATAKA,1988,0.2,2.9,11.9,71.4,84.9,68.0,276.0,251.3,199.2,30.6,5.9,19.9,1022.1999999999999,3.1,168.20000000000002,794.5,56.4,False
SOUTH INTERIOR KARNATAKA,1989,0.0,0.1,12.5,24.0,53.3,145.0,286.3,135.0,149.4,86.9,15.7,5.2,913.4000000000001,0.1,89.8,715.6999999999999,107.80000000000001,False
SOUTH INTERIOR KARNATAKA,1990,4.0,0.1,5.0,15.2,115.1,130.1,148.5,193.8,59.0,128.5,47.0,2.2,848.5,4.1,135.29999999999998,531.4000000000001,177.7,False
SOUTH INTERIOR KARNATAKA,1991,1.0,0.1,2.6,64.2,108.6,248.9,261.9,165.5,115.8,192.5,60.0,0.1,1221.1999999999998,1.1,175.39999999999998,792.0999999999999,252.6,False
SOUTH INTERIOR KARNATAKA,1992,0.2,0.3,0.0,28.6,78.9,269.4,202.1,215.9,145.5,113.5,146.5,0.2,1201.1000000000001,0.5,107.5,832.9,260.2,False
SOUTH INTERIOR KARNATAKA,1993,0.0,0.5,6.2,22.9,66.4,149.0,204.7,189.9,105.3,234.5,25.0,33.7,1038.1,0.5,95.5,648.9,293.2,False
SOUTH INTERIOR KARNATAKA,1994,11.7,2.4,3.9,54.6,70.9,184.9,336.4,132.6,96.4,238.6,24.8,0.5,1157.6999999999998,14.1,129.4,750.3,263.9,False
SOUTH INTERIOR KARNATAKA,1995,4.2,0.2,3.5,32.1,70.9,79.6,248.4,179.8,135.6,98.8,30.1,0.0,883.2,4.4,106.5,643.4,128.9,False
SOUTH INTERIOR KARNATAKA,1996,1.1,0.2,1.5,49.8,52.8,204.4,187.3,187.4,188.3,132.9,10.9,27.5,1044.1,1.3,104.1,767.4000000000001,171.3,False
SOUTH INTERIOR KARNATAKA,1997,4.9,0.1,26.2,26.0,45.3,178.9,251.7,246.8,108.4,134.4,123.8,33.6,1180.0999999999997,5.0,97.5,785.8000000000001,291.8,False
SOUTH INTERIOR KARNATAKA,1998,0.0,0.0,3.5,31.6,47.0,155.6,278.4,205.5,175.8,148.9,55.0,11.7,1113.0,0.0,82.1,815.3,215.6,False
SOUTH INTERIOR KARNATAKA,1999,0.1,4.6,1.5,42.2,131.2,129.5,289.6,138.8,108.0,271.9,28.8,3.5,1149.7,4.699999999999999,174.89999999999998,665.9000000000001,304.2,False
SOUTH INTERIOR KARNATAKA,2000,1.4,15.5,0.3,46.3,59.3,167.5,200.5,300.6,183.5,206.2,14.1,12.1,1207.3,16.9,105.89999999999999,852.1,232.39999999999998,False
SOUTH INTERIOR KARNATAKA,2001,0.5,1.1,1.7,90.6,30.4,127.2,168.2,152.0,189.9,122.7,40.0,2.1,926.4000000000001,1.6,122.69999999999999,637.3,164.79999999999998,False
SOUTH INTERIOR KARNATAKA,2002,2.0,11.4,2.3,20.6,77.2,131.9,92.6,155.1,74.9,168.4,18.8,0.6,755.8,13.4,100.10000000000001,454.5,187.8,False
SOUTH INTERIOR KARNATAKA,2003,0.1,4.2,20.1,36.4,9.6,118.2,162.5,152.2,51.9,192.4,11.5,3.6,762.7,4.3,66.1,484.79999999999995,207.5,False
SOUTH INTERIOR KARNATAKA,2004,9.1,12.8,16.4,62.2,180.2,196.6,191.7,211.1,117.5,101.5,24.0,10.4,1133.5,21.9,258.79999999999995,716.9,135.9,False
SOUTH INTERIOR KARNATAKA,2005,7.2,3.9,3.2,76.0,74.7,138.7,333.5,233.2,145.5,241.8,56.3,5.3,1319.3,11.1,153.9,850.9,303.40000000000003,False
SOUTH INTERIOR KARNATAKA,2006,0.2,0.1,35.4,24.7,127.1,183.7,226.7,172.9,112.0,61.7,84.9,1.1,1030.5,0.30000000000000004,187.2,695.3,147.70000000000002,False
SOUTH INTERIOR KARNATAKA,2007,0.1,0.3,0.9,39.8,76.7,216.7,267.2,245.5,198.5,152.5,18.2,14.6,1231.0,0.4,117.4,927.9,185.29999999999998,False
SOUTH INTERIOR KARNATAKA,2008,0.8,20.7,108.9,24.9,66.3,149.8,203.4,269.8,141.4,117.1,32.3,5.2,1140.6000000000001,21.5,200.10000000000002,764.4,154.59999999999997,False
SOUTH INTERIOR KARNATAKA,2009,0.1,0.1,27.3,25.4,101.3,101.6,324.7,153.2,247.9,98.2,55.7,22.9,1158.4,0.2,154.0,827.4,176.8,False
SOUTH INTERIOR KARNATAKA,2010,7.9,1.7,5.6,71.1,94.9,129.1,235.1,228.1,150.7,129.6,183.5,2.5,1239.8,9.6,171.6,743.0,315.6,False
SOUTH INTERIOR KARNATAKA,2011,2.1,12.4,12.4,80.2,83.5,177.1,202.4,199.5,111.2,144.8,56.7,5.0,1087.3000000000002,14.5,176.10000000000002,690.2,206.5,False
SOUTH INTERIOR KARNATAKA,2012,4.6,5.5,8.1,99.0,45.6,81.8,144.7,236.5,100.6,62.8,82.6,6.2,878.0,10.1,152.7,563.6,151.59999999999997,False
SOUTH INTERIOR KARNATAKA,2013,0.5,10.1,11.7,34.6,95.6,176.2,307.4,151.7,191.8,103.7,24.9,2.4,1110.6000000000001,10.6,141.89999999999998,827.0999999999999,131.0,False
SOUTH INTERIOR KARNATAKA,2014,0.4,2.4,17.7,46.7,130.5,106.8,271.6,254.6,161.6,152.9,20.2,18.7,1184.1000000000001,2.8,194.9,794.6,191.79999999999998,False
SOUTH INTERIOR KARNATAKA,2015,1.7,0.2,24.4,80.5,125.3,218.7,112.0,136.6,164.5,106.1,138.1,4.4,1112.5,1.9,230.2,631.8,248.6,False
